accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
GEOMETRIC_CENTER,"Stop 159 Trinity Dr - West side, Evanston Park SA 5116, Australia",ChIJ-1fe6DxVt2oRNqOJeEJWRsY,159 Trinity Dr,-34.632556,138.735941,1,5116,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"Stop 167 Clark Rd - South side, Evanston Gardens SA 5116, Australia",ChIJGzcYCDNVt2oR9O3Yv6Hip6s,167 Clark Road,-34.625113,138.721617,1,5116,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"160 Trinity Dr, Covington, GA 30016, USA",ChIJkeTkMo439IgRAJVdxMLt3w4,160 Trinity Dr,33.4782124,-83.9030545,2,30016,OK,premise
RANGE_INTERPOLATED,"169 Jack Cooper Dr, Hillier SA 5116, Australia",Ei4xNjkgSmFjayBDb29wZXIgRHIsIEhpbGxpZXIgU0EgNTExNiwgQXVzdHJhbGlhIhsSGQoUChIJad6QtktVt2oRlhbFMKA1IdQQqQE,169 Jack Cooper Dr,-34.61550680000001,138.72338,1,5116,OK,street_address
RANGE_INTERPOLATED,"162 Para Rd, Evanston SA 5116, Australia",EigxNjIgUGFyYSBSZCwgRXZhbnN0b24gU0EgNTExNiwgQXVzdHJhbGlhIhsSGQoUChIJUYF9K0FVt2oRQyUCrBl-rMQQogE,162 Para Road,-34.6215813,138.7343437,1,5116,OK,street_address
ROOFTOP,"161 Main S Rd, Morphett Vale SA 5162, Australia",ChIJu6ohR58nsWoRZyUNBXPdi88,161 Main South Road,-35.1223431,138.5229052,1,5162,OK,premise
ROOFTOP,"8 Homburg Dr, Murray Bridge SA 5253, Australia",ChIJoUaHH6cMt2oRG7626KMnrLk,157 Sunnyside Dr,-35.135832,139.281942,1,5253,OK,"doctor,establishment,health,point_of_interest"
RANGE_INTERPOLATED,"172 Hillier Rd, Hillier SA 5116, Australia",EioxNzIgSGlsbGllciBSZCwgSGlsbGllciBTQSA1MTE2LCBBdXN0cmFsaWEiGxIZChQKEglfcNit26qwahEAK11JVDYDExCsAQ,172 Hillier Rd,-34.6242309,138.7050162,1,5116,OK,street_address
ROOFTOP,"8 Homburg Dr, Murray Bridge SA 5253, Australia",ChIJoUaHH6cMt2oRG7626KMnrLk,158 Sunnyside Dr,-35.135832,139.281942,1,5253,OK,"doctor,establishment,health,point_of_interest"
RANGE_INTERPOLATED,"174 Hillier Rd, Hillier SA 5116, Australia",EioxNzQgSGlsbGllciBSZCwgSGlsbGllciBTQSA1MTE2LCBBdXN0cmFsaWEiGxIZChQKEglfcNit26qwahEAK11JVDYDExCuAQ,174 Hillier Rd,-34.6242945,138.7048057,1,5116,OK,street_address
RANGE_INTERPOLATED,"155 Krieg Rd, Evanston Park SA 5116, Australia",Ei4xNTUgS3JpZWcgUmQsIEV2YW5zdG9uIFBhcmsgU0EgNTExNiwgQXVzdHJhbGlhIhsSGQoUChIJNV3t1BRVt2oRZ4buLRDm40gQmwE,155 Krieg Rd,-34.6270277,138.7423442,2,5116,OK,street_address
RANGE_INTERPOLATED,"168 Jack Cooper Dr, Evanston SA 5116, Australia",Ei8xNjggSmFjayBDb29wZXIgRHIsIEV2YW5zdG9uIFNBIDUxMTYsIEF1c3RyYWxpYSIbEhkKFAoSCTNcT7NPVbdqEQO2BFkrdUwYEKgB,168 Jack Cooper Dr,-34.6132473,138.7266881,1,5116,OK,street_address
GEOMETRIC_CENTER,"Coleman Parade, Evanston Park SA 5116, Australia",ChIJSWYSy2hVt2oRssGjfeIqSHg,151 Coleman Pde,-34.6202387,138.7440295,1,5116,OK,route
GEOMETRIC_CENTER,"Stop 148 Fifth St - South side, Gawler South SA 5118, Australia",ChIJBal4Mtj_uWoRBqht4W0vstE,148 Fifth St,-34.609402,138.748639,1,5118,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"Stop 166 Clark Rd - North side, Evanston Gardens SA 5116, Australia",ChIJb6L9fDFVt2oR3TnmNDb3s4k,166 Clark Road,-34.626407,138.724324,1,5116,OK,"bus_station,establishment,point_of_interest,transit_station"
RANGE_INTERPOLATED,"173 Hillier Rd, Hillier SA 5116, Australia",EioxNzMgSGlsbGllciBSZCwgSGlsbGllciBTQSA1MTE2LCBBdXN0cmFsaWEiGxIZChQKEglfcNit26qwahEBK11JVDYDExCtAQ,173 Hillier Rd,-34.6254034,138.7050744,1,5116,OK,street_address
APPROXIMATE,"South Australia, Australia",ChIJ88foW55Yp2oR2ND6PZl5fts,149 Hill St,-30.0002315,136.2091547,1,,OK,"administrative_area_level_1,political"
GEOMETRIC_CENTER,"Stop 147 Fifth St - North side, Gawler South SA 5118, Australia",ChIJD1M9N9__uWoRaJAK-yIVTIE,147 Fifth St,-34.608161,138.743735,1,5118,OK,"bus_station,establishment,point_of_interest,transit_station"
RANGE_INTERPOLATED,"154 Krieg Rd, Seppeltsfield SA 5355, Australia",Ei4xNTQgS3JpZWcgUmQsIFNlcHBlbHRzZmllbGQgU0EgNTM1NSwgQXVzdHJhbGlhIhsSGQoUChIJDbxkkjTuuWoRwRd9vb3A9IMQmgE,154 Krieg Rd,-34.486426,138.8959014,1,5355,OK,street_address
RANGE_INTERPOLATED,"156 Sunnyside Dr, Evanston Park SA 5116, Australia",EjIxNTYgU3VubnlzaWRlIERyLCBFdmFuc3RvbiBQYXJrIFNBIDUxMTYsIEF1c3RyYWxpYSIbEhkKFAoSCQUp-MoXVbdqEWE9AElUNgMTEJwB,156 Sunnyside Dr,-34.6334029,138.7401915,1,5116,OK,street_address
GEOMETRIC_CENTER,"Ryde St, Gawler SA, Australia",ChIJ5VOqJVlVt2oR3qf5HFD4a6w,179 Ryde St,-34.607764,138.7342998,1,,OK,route
GEOMETRIC_CENTER,"Coleman Parade, Evanston Park SA 5116, Australia",ChIJSWYSy2hVt2oRssGjfeIqSHg,152 Coleman Pde,-34.6202387,138.7440295,1,5116,OK,route
RANGE_INTERPOLATED,"171 Hillier Rd, Hillier SA 5116, Australia",EioxNzEgSGlsbGllciBSZCwgSGlsbGllciBTQSA1MTE2LCBBdXN0cmFsaWEiGxIZChQKEglfcNit26qwahEBK11JVDYDExCrAQ,171 Hillier Rd,-34.6254034,138.7050744,1,5116,OK,street_address
GEOMETRIC_CENTER,"Gosford St, Gawler West SA 5118, Australia",ChIJ1S-H--D_uWoRgDYCBrJftZo,176 Gosford St,-34.603967,138.737086,2,5118,OK,route
RANGE_INTERPOLATED,"153 Potts Rd, Evanston Park SA 5116, Australia",Ei4xNTMgUG90dHMgUmQsIEV2YW5zdG9uIFBhcmsgU0EgNTExNiwgQXVzdHJhbGlhIhsSGQoUChIJU87dm3ZVt2oRfEQP0Qy0W-AQmQE,153 Potts Rd,-34.6274125,138.7536078,1,5116,OK,street_address
ROOFTOP,"150 Hill St, North Adelaide SA 5006, Australia",ChIJOeRaV87IsGoRtF_JtAcITaA,150 Hill St,-34.9056193,138.5865575,1,5006,OK,premise
GEOMETRIC_CENTER,"Barnet Rd, Gawler SA, Australia",ChIJhcFZEl1Vt2oRgaDr14P4wnY,175 Barnet Rd,-34.615179,138.7380884,1,,OK,route
GEOMETRIC_CENTER,"Dawson Rd, Lock SA 5633, Australia",ChIJI5f0MazzqGoRpA-Tsu_0Nc0,163 Dawson Road,-33.6389025,135.7098076,1,5633,OK,route
GEOMETRIC_CENTER,"Overway Bridge Rd, Gawler SA 5118, Australia",ChIJ7abnDeD_uWoRQepHx1BmET8,180 Overway Bridge Rd,-34.6065162,138.7384722,1,5118,OK,route
GEOMETRIC_CENTER,"Brereton Rd, Evanston SA 5116, Australia",ChIJw_Szck9Vt2oRdCx9VOUlB7s,170 Brereton Rd,-34.6152889,138.7285646,1,5116,OK,route
APPROXIMATE,"South Australia, Australia",ChIJ88foW55Yp2oR2ND6PZl5fts,164 Dawson Road,-30.0002315,136.2091547,1,,OK,"administrative_area_level_1,political"
ROOFTOP,"161 Main N Rd, Clare SA 5453, Australia",ChIJGWUzGevQu2oRO0gPfsOVT08,161 Main North Road,-33.8386132,138.6160178,1,5453,OK,street_address
APPROXIMATE,Australia,ChIJ38WHZwf9KysRUhNblaFnglM,Sto 168 Jack Cooper Dr,-25.274398,133.775136,1,,OK,"country,political"
RANGE_INTERPOLATED,"50 Salisbury Hwy, Salisbury SA 5108, Australia",Ei41MCBTYWxpc2J1cnkgSHd5LCBTYWxpc2J1cnkgU0EgNTEwOCwgQXVzdHJhbGlhIhoSGAoUChIJDW4LN9GzsGoRvMmC3O6op5IQMg,50 Salisbury Hwy,-34.7582927,138.6446078,1,5108,OK,street_address
GEOMETRIC_CENTER,"Stop 38B Bridge Rd - East side, Ingle Farm SA 5098, Australia",ChIJ4dZ2jim0sGoRchgXkAKo4qc,38B Bridge Rd,-34.8192,138.640472,1,5098,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"39 Bridge Rd, Ardrossan SA 5571, Australia",ChIJKTa3-f9vsGoRXRLUTdP1hF0,39 Bridge Rd,-34.4152266,137.9216078,1,5571,OK,premise
GEOMETRIC_CENTER,"Zone C Paradise Interchange - South East side, Paradise SA 5075, Australia",ChIJnVlph4q1sGoRpwBLB16hC7U,Zone C Paradise Interchange,-34.8691028,138.6614764,1,5075,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"Stop 42A Bridge Rd - East side, Para Hills SA 5096, Australia",ChIJcWGl_RG0sGoRt_gA2X5EyfQ,42A Bridge Rd,-34.80222,138.65349,1,5096,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"41 Bridge Rd, Ardrossan SA 5571, Australia",ChIJv4Ex__9vsGoRLgcuNWJQpHw,41 Bridge Rd,-34.4150254,137.9217238,1,5571,OK,premise
ROOFTOP,"42 Bridge St, Kensington SA 5068, Australia",ChIJ1312MeTLsGoRT3SJBcmIi_4,42 Bridge Rd,-34.9235427,138.6460414,3,5068,OK,street_address
ROOFTOP,"47 Park Terrace, Salisbury SA 5108, Australia",ChIJywpRuNuzsGoRhOj7bHcE-zU,47A Park Tce,-34.7650105,138.6452857,1,5108,OK,street_address
GEOMETRIC_CENTER,"Stop 38A Bridge Rd - East side, Ingle Farm SA 5098, Australia",ChIJKfTuL4C2sGoRUpuwbB-69bc,38A Bridge Rd,-34.8216055,138.638314,2,5098,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"40 Bridge Rd, Ardrossan SA 5571, Australia",ChIJtYGBhv9vsGoRNSgfIx6Sf_Q,40 Bridge Rd,-34.4165516,137.9215305,1,5571,OK,premise
GEOMETRIC_CENTER,"Zone F Paradise Interchange - North West side, Paradise SA 5075, Australia",ChIJP7DiRIq1sGoRR5RJotT9cbo,Zone F Paradise Interchange,-34.8683841,138.6620565,1,5075,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"Grenfell St, Adelaide SA 5000, Australia",ChIJseLD3tPOsGoRJ9U2agZ_1Hw,F2 Grenfell St,-34.924056,138.6052346,1,5000,OK,route
GEOMETRIC_CENTER,"Stop H1 Grenfell St - North side, Adelaide SA 5000, Australia",ChIJY5yBONLOsGoRvYcpMfefjgA,H1 Grenfell St,-34.9239017,138.6071167,1,5000,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"Stop C1 Currie St - North side, Adelaide SA 5000, Australia",ChIJsyJplSXPsGoR1ejBFzSNX7g,C1 Currie St,-34.9246251,138.5924105,1,5000,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"Stop D2 Currie St - North side, Adelaide SA 5000, Australia",ChIJJ7iDYijPsGoRr7NsOFdxjq4,D2 Currie St,-34.9244925,138.5950412,1,5000,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"Grenfell St, Adelaide SA 5000, Australia",ChIJseLD3tPOsGoRJ9U2agZ_1Hw,F Grenfell St,-34.924056,138.6052346,1,5000,OK,route
GEOMETRIC_CENTER,"Currie St, Adelaide SA 5000, Australia",ChIJpzUT4yXPsGoRH3aTE3SAXk8,D3 Currie St,-34.9246611,138.5932529,1,5000,OK,route
GEOMETRIC_CENTER,"Grenfell St, Adelaide SA 5000, Australia",ChIJseLD3tPOsGoRJ9U2agZ_1Hw,H2 Grenfell St,-34.924056,138.6052346,1,5000,OK,route
GEOMETRIC_CENTER,"Grenfell St, Adelaide SA 5000, Australia",ChIJseLD3tPOsGoRJ9U2agZ_1Hw,U2 Grenfell St,-34.924056,138.6052346,1,5000,OK,route
GEOMETRIC_CENTER,"Currie St, Adelaide SA 5000, Australia",ChIJpzUT4yXPsGoRH3aTE3SAXk8,W2 Currie St,-34.9246611,138.5932529,1,5000,OK,route
ROOFTOP,"37 Montague Rd, Pooraka SA 5095, Australia",ChIJj0n40Ge2sGoRVzPB0SlfWBs,37 Montague Rd,-34.8248477,138.6208424,1,5095,OK,street_address
ROOFTOP,"39 Montague Rd, Pooraka SA 5095, Australia",ChIJkaAf0me2sGoRo-WcTuuzd2I,39 Montague Rd,-34.8249027,138.6210421,1,5095,OK,street_address
RANGE_INTERPOLATED,"29 Sudholz Rd, Windsor Gardens SA 5087, Australia",EjEyOSBTdWRob2x6IFJkLCBXaW5kc29yIEdhcmRlbnMgU0EgNTA4NywgQXVzdHJhbGlhIhoSGAoUChIJySbVWo21sGoRdkpBTxGIS0YQHQ,29D Sudholz Rd,-34.8601691,138.6596026,1,5087,OK,street_address
ROOFTOP,"34 Valiant Rd, Holden Hill SA 5088, Australia",ChIJGVWF86S1sGoRFLR7JZ-rdK0,34D Valiant Rd,-34.849337,138.6712146,1,5088,OK,street_address
ROOFTOP,"35 Grand Jct Rd, Rosewater SA 5013, Australia",ChIJGQZ8IvnGsGoRRRQMusx4AKk,35C Grand Junction Rd,-34.8516975,138.5157725,1,5013,OK,street_address
RANGE_INTERPOLATED,"35 Ardtornish St, Holden Hill SA 5088, Australia",EjAzNSBBcmR0b3JuaXNoIFN0LCBIb2xkZW4gSGlsbCBTQSA1MDg4LCBBdXN0cmFsaWEiGhIYChQKEgmv2rczr7WwahFmTeom6QowhBAj,35A Ardtornish St,-34.8452151,138.673729,1,5088,OK,street_address
RANGE_INTERPOLATED,"34 Lyons Rd, Holden Hill SA 5088, Australia",EiszNCBMeW9ucyBSZCwgSG9sZGVuIEhpbGwgU0EgNTA4OCwgQXVzdHJhbGlhIhoSGAoUChIJR33maO21sGoRwyjMzbO9NhUQIg,34 Lyons Rd,-34.8581532,138.6573914,1,5088,OK,street_address
ROOFTOP,"34 Valiant Rd, Holden Hill SA 5088, Australia",ChIJGVWF86S1sGoRFLR7JZ-rdK0,34C Valiant Rd,-34.849337,138.6712146,1,5088,OK,street_address
ROOFTOP,"31 Lyons Rd, Windsor Gardens SA 5087, Australia",ChIJSYvkZu21sGoRjm5BhNWoJSI,31 Lyons Rd,-34.8584157,138.6575061,1,5087,OK,street_address
ROOFTOP,"35 Grand Jct Rd, Rosewater SA 5013, Australia",ChIJGQZ8IvnGsGoRRRQMusx4AKk,35B Grand Junction Rd,-34.8516975,138.5157725,1,5013,OK,street_address
GEOMETRIC_CENTER,"Stop 34A Lyons Rd - South side, Dernancourt SA 5075, Australia",ChIJbbp_tZm1sGoRqqxcz6JXIBE,34A Lyons Rd,-34.85731,138.67023,1,5075,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"34 Valiant Rd, Holden Hill SA 5088, Australia",ChIJGVWF86S1sGoRFLR7JZ-rdK0,34B Valiant Rd,-34.849337,138.6712146,1,5088,OK,street_address
GEOMETRIC_CENTER,"Stop 32 Lyons Rd - South side, Windsor Gardens SA 5087, Australia",ChIJ89cv4pO1sGoRDPEAVvZ1gmI,32 Lyons Rd,-34.85765,138.66383,2,5087,OK,"bus_station,establishment,point_of_interest,transit_station"
,,,34E Valiant Rd,-34.8481247786766,138.671408002071,0,,ZERO_RESULTS,
ROOFTOP,"30 Lyons Circuit, Trott Park SA 5158, Australia",ChIJZXxUgTbYsGoRVobMGfIdMeg,30 Lyons Rd,-35.0810689,138.5415272,1,5158,OK,premise
ROOFTOP,"35 Jacobsen Cres, Holden Hill SA 5088, Australia",ChIJvxPqoqi1sGoRV0vVkwG_xIM,35 Jacobsen Cr,-34.8472374,138.6751449,1,5088,OK,street_address
GEOMETRIC_CENTER,"Grenfell St, Adelaide SA 5000, Australia",ChIJseLD3tPOsGoRJ9U2agZ_1Hw,F4 Grenfell St,-34.924056,138.6052346,1,5000,OK,route
ROOFTOP,"45 Nelson Rd, Valley View SA 5093, Australia",ChIJAVuY3rm1sGoR55xYmPySSIE,45 Nelson Rd,-34.8427698,138.6624729,1,5093,OK,street_address
RANGE_INTERPOLATED,"34 Wandana Ave, Gilles Plains SA 5086, Australia",EjAzNCBXYW5kYW5hIEF2ZSwgR2lsbGVzIFBsYWlucyBTQSA1MDg2LCBBdXN0cmFsaWEiGhIYChQKEglDCB8vvrWwahGg02NJVDYDExAi,34 Wandana Av,-34.8501144,138.6612794,1,5086,OK,street_address
ROOFTOP,"38 Pauls Dr, Valley View SA 5093, Australia",ChIJZ-E8aMa1sGoR1p01ZACkxKI,38 Pauls Dr,-34.8411227,138.6551351,1,5093,OK,street_address
ROOFTOP,"44 Nelson Ave, Flinders Park SA 5025, Australia",ChIJFbpUrevFsGoRCYJvO3jU7as,44 Nelson Rd,-34.9086451,138.5411949,1,5025,OK,premise
ROOFTOP,"35 Wandana Ave, Gilles Plains SA 5086, Australia",ChIJj0iSzr-1sGoRpo8xB3U4WC4,35 Wandana Av,-34.8503368,138.6610577,1,5086,OK,street_address
GEOMETRIC_CENTER,"Stop 46 Nelson Rd - East side, Para Vista SA 5093, Australia",ChIJbzMtekm0sGoRihsmudauYvw,46 Nelson Rd,-34.8280415,138.661794,1,5093,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"42 Wright Rd, Ingle Farm SA 5098, Australia",ChIJRRJ9idi1sGoRZrwnMaRFq4A,42 Wright Rd,-34.8356281,138.639808,1,5098,OK,street_address
ROOFTOP,"43 Wright Rd, Crafers SA 5152, Australia",ChIJGY7w2zAzt2oRqIAGOKLmX_M,43 Wright Rd,-34.9937087,138.7270251,1,5152,OK,premise
ROOFTOP,"51 Sleep Rd, Para Hills SA 5096, Australia",ChIJL9tAODm0sGoRhyzH8_-ZGaU,51A Sleep Rd,-34.8172744,138.6552781,1,5096,OK,premise
ROOFTOP,"63 Kelly Rd, Modbury SA 5092, Australia",ChIJs1DY5la0sGoR4Zv4ow0E6iI,63 Kelly Rd,-34.8320995,138.6754152,1,5092,OK,premise
RANGE_INTERPOLATED,"41 Rutherford St, Valley View SA 5093, Australia",EjA0MSBSdXRoZXJmb3JkIFN0LCBWYWxsZXkgVmlldyBTQSA1MDkzLCBBdXN0cmFsaWEiGhIYChQKEgnD71K1zrWwahFvxzGuQxeXzBAp,41 Rutherford St,-34.8354827,138.6539247,1,5093,OK,street_address
ROOFTOP,"53 Murrell Rd, Para Hills SA 5096, Australia",ChIJGZZTNmm0sGoRJON9uKH13mg,53 Murrell Rd,-34.8120012,138.6653457,1,5096,OK,premise
RANGE_INTERPOLATED,"32 Wandana Ave, Gilles Plains SA 5086, Australia",EjAzMiBXYW5kYW5hIEF2ZSwgR2lsbGVzIFBsYWlucyBTQSA1MDg2LCBBdXN0cmFsaWEiGhIYChQKEglDCB8vvrWwahGg02NJVDYDExAg,32 Wandana Av,-34.8501735,138.661641,1,5086,OK,street_address
APPROXIMATE,"South Australia, Australia",ChIJ88foW55Yp2oR2ND6PZl5fts,59 Kelly Rd,-30.0002315,136.2091547,1,,OK,"administrative_area_level_1,political"
ROOFTOP,"61 Kelly Rd, Modbury SA 5092, Australia",ChIJs8Z65la0sGoRq_bND8glvjs,61 Kelly Rd,-34.8323012,138.6755131,1,5092,OK,premise
RANGE_INTERPOLATED,"58 Murrell Rd, Para Hills SA 5096, Australia",Eiw1OCBNdXJyZWxsIFJkLCBQYXJhIEhpbGxzIFNBIDUwOTYsIEF1c3RyYWxpYSIaEhgKFAoSCbsK4dVutLBqESBrA0lUNgMTEDo,58 Murrell Rd,-34.8117019,138.6665856,1,5096,OK,street_address
ROOFTOP,"39 Pauls Dr, Valley View SA 5093, Australia",ChIJ0yuadMa1sGoRkQS9WYeGHho,39 Pauls Dr,-34.8403513,138.654201,1,5093,OK,premise
ROOFTOP,"65 Kelly Rd, Modbury SA 5092, Australia",ChIJh9mp4Va0sGoRh5hK90rqAkc,65 Kelly Rd,-34.8319423,138.6754216,1,5092,OK,street_address
ROOFTOP,"64 Kelly Rd, Modbury SA 5092, Australia",ChIJLcTkxFa0sGoRDkrdSwAChpY,64 Kelly Rd,-34.8322254,138.6748078,1,5092,OK,premise
ROOFTOP,"40 Brougham Dr, Valley View SA 5093, Australia",ChIJJ_zx6c-1sGoRsE1Ok9Nwe78,40 Brougham Dr,-34.8361961,138.6498154,1,5093,OK,street_address
ROOFTOP,"67 Kelly Rd, Modbury SA 5092, Australia",ChIJ_1YyHle0sGoR9l4FHroGsIE,67 Kelly Rd,-34.8317505,138.6754055,1,5092,OK,street_address
ROOFTOP,"66 Kelly Rd, Modbury SA 5092, Australia",ChIJGU8j21a0sGoR6zLe4_mX6sA,66 Kelly Rd,-34.8320561,138.6747882,1,5092,OK,premise
RANGE_INTERPOLATED,"51 Miller Ave, Para Hills SA 5096, Australia",Eiw1MSBNaWxsZXIgQXZlLCBQYXJhIEhpbGxzIFNBIDUwOTYsIEF1c3RyYWxpYSIaEhgKFAoSCZflfT9AtLBqERCJA0lUNgMTEDM,51B Miller Av,-34.8155615,138.6601887,1,5096,OK,street_address
ROOFTOP,"60 Kelly Rd, Modbury SA 5092, Australia",ChIJExbgxla0sGoRt8Bi8Dt7_ME,60 Kelly Rd,-34.8325739,138.6748274,1,5092,OK,premise
ROOFTOP,"55 Murrell Rd, Para Hills SA 5096, Australia",ChIJ10tLMWm0sGoRJHVG6bEfigk,55 Murrell Rd,-34.8120103,138.6655416,1,5096,OK,premise
RANGE_INTERPOLATED,"56 Murrell Rd, Para Hills SA 5096, Australia",Eiw1NiBNdXJyZWxsIFJkLCBQYXJhIEhpbGxzIFNBIDUwOTYsIEF1c3RyYWxpYSIaEhgKFAoSCbsK4dVutLBqESBrA0lUNgMTEDg,56 Murrell Rd,-34.8117291,138.6662278,1,5096,OK,street_address
ROOFTOP,"57 Murrell Rd, Para Hills SA 5096, Australia",ChIJW-CoLWm0sGoRjDIuCIZW9iU,57 Murrell Rd,-34.8120186,138.665953,1,5096,OK,premise
ROOFTOP,"62 Kelly Rd, Modbury SA 5092, Australia",ChIJEYohxFa0sGoRf9XvWmghQwQ,62 Kelly Rd,-34.8323947,138.6748274,1,5092,OK,premise
ROOFTOP,"54 Murrell Rd, Para Hills SA 5096, Australia",ChIJlaGf0W60sGoRiDYB2sFelos,54 Murrell Rd,-34.811507,138.6659726,1,5096,OK,premise
GEOMETRIC_CENTER,"Grenfell St, Adelaide SA 5000, Australia",ChIJseLD3tPOsGoRJ9U2agZ_1Hw,F1 Grenfell St,-34.924056,138.6052346,1,5000,OK,route
ROOFTOP,"38 North East Road, Walkerville SA 5081, Australia",ChIJ68FC1gvJsGoRDDW9e-J2uTQ,38 North East Rd,-34.889274,138.6135926,1,5081,OK,street_address
ROOFTOP,"36 North East Road, Walkerville SA 5081, Australia",ChIJ-y4wYQnJsGoRw2gjgndftmM,36 North East Rd,-34.88982,138.6134356,1,5081,OK,street_address
ROOFTOP,"39 North East Road, Collinswood SA 5081, Australia",ChIJj78KLwnJsGoR0-eOzFRcttE,39 North East Rd,-34.889836,138.6117912,1,5081,OK,street_address
ROOFTOP,"37 North East Road, Collinswood SA 5081, Australia",ChIJIfp-1g7JsGoR-FDZWPHwbAE,37 North East Rd,-34.890466,138.6113717,1,5081,OK,street_address
ROOFTOP,"40 North East Road, Walkerville SA 5081, Australia",ChIJ68FC1gvJsGoRn6dcqssROoA,40 North East Rd,-34.88925529999999,138.6138443,1,5081,OK,street_address
ROOFTOP,"42 North East Road, Walkerville SA 5081, Australia",ChIJW5ND1gvJsGoRrNZWUvgZd1I,42 North East Rd,-34.8892937,138.6139448,1,5081,OK,street_address
ROOFTOP,"41 North East Road, Collinswood SA 5081, Australia",ChIJ79BqLgnJsGoRdsFJd25buIk,41 North East Rd,-34.889891,138.612026,1,5081,OK,street_address
ROOFTOP,"4-30 Homestead Ave, Walkley Heights SA 5098, Australia",ChIJ16YJx9i1sGoR50Jx5_MxOI8,THE ELMS VILLAGE Homestead Av,-34.838384,138.639717,1,5098,OK,"establishment,health,point_of_interest"
GEOMETRIC_CENTER,"Zone F Tea Tree Plaza Interchange - East side, Modbury SA 5092, Australia",ChIJVU6i8eu0sGoRHaxPLZkac2I,Zone F Tea Tree Plaza Intercha,-34.8320173,138.6945471,1,5092,OK,"bus_station,establishment,point_of_interest,transit_station"
RANGE_INTERPOLATED,"20 Poole Ave, Hampstead Gardens SA 5086, Australia",EjIyMCBQb29sZSBBdmUsIEhhbXBzdGVhZCBHYXJkZW5zIFNBIDUwODYsIEF1c3RyYWxpYSIaEhgKFAoSCQsajFHyybBqEctUTPK7HyZ6EBQ,20A Poole Av,-34.8726246,138.6313047,1,5086,OK,street_address
ROOFTOP,"57 Hancock Rd, Vista SA 5091, Australia",ChIJ2ehBxExLt2oRsATbrnu3bbE,57 Hancock Rd,-34.8325856,138.7200025,1,5091,OK,street_address
ROOFTOP,"59 Hancock Rd, Vista SA 5091, Australia",ChIJtVvLxExLt2oR2Pg1QG1eP14,59 Hancock Rd,-34.8323815,138.719987,1,5091,OK,street_address
ROOFTOP,"53 Hancock Rd, Vista SA 5091, Australia",ChIJ56eluExLt2oReavKYEd63Ns,53 Hancock Rd,-34.8330001,138.720037,1,5091,OK,street_address
RANGE_INTERPOLATED,"45 Smart Rd, Modbury SA 5092, Australia",Eic0NSBTbWFydCBSZCwgTW9kYnVyeSBTQSA1MDkyLCBBdXN0cmFsaWEiGhIYChQKEgkZgrDf67SwahExxyRJVDYDExAt,45 Smart Rd,-34.8330049,138.6953845,1,5092,OK,street_address
ROOFTOP,"52 Hancock Rd, St Agnes SA 5097, Australia",ChIJnSC6s0xLt2oRKQ5VtWTF6ms,52 Hancock Rd,-34.8330827,138.7193593,1,5097,OK,street_address
ROOFTOP,"56 Hancock Rd, St Agnes SA 5097, Australia",ChIJYeWatUxLt2oRHn29vIbEOQg,56 Hancock Rd,-34.832681,138.7193445,1,5097,OK,street_address
ROOFTOP,"48 Hancock Rd, St Agnes SA 5097, Australia",ChIJv2o0rExLt2oR4Gov9J4rpf4,48 Hancock Rd,-34.8334429,138.7193972,1,5097,OK,premise
RANGE_INTERPOLATED,"44 Smart Rd, Modbury SA 5092, Australia",Eic0NCBTbWFydCBSZCwgTW9kYnVyeSBTQSA1MDkyLCBBdXN0cmFsaWEiGhIYChQKEgkZgrDf67SwahExxyRJVDYDExAs,44 Smart Rd,-34.8330049,138.6953845,1,5092,OK,street_address
ROOFTOP,"50 Hancock Rd, St Agnes SA 5097, Australia",ChIJo-N0skxLt2oRVkdvJSxIsAk,50 Hancock Rd,-34.833263,138.7193723,1,5097,OK,street_address
ROOFTOP,"55 Hancock Rd, Vista SA 5091, Australia",ChIJpe3cxkxLt2oREbuedrD6zWo,55 Hancock Rd,-34.8327926,138.7200198,1,5091,OK,street_address
ROOFTOP,"47 Hancock Rd, Vista SA 5091, Australia",ChIJV020vExLt2oRRv8BEJeKVGc,47 Hancock Rd,-34.833583,138.7201528,1,5091,OK,street_address
