accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
ROOFTOP,"181 Cross Rd, Westbourne Park SA 5041, Australia",ChIJKT7I9rbPsGoRVHMHkIy-Oyk,181 Cross Rd,-34.9666565,138.5921483,1,5041,OK,street_address
ROOFTOP,"177 Cross Rd, Westbourne Park SA 5041, Australia",ChIJ-VFZ87bPsGoRyfVgC5qbPpE,177 Cross Rd,-34.9666071,138.5923007,1,5041,OK,street_address
ROOFTOP,"175 Cross Rd, Westbourne Park SA 5041, Australia",ChIJIztlirbPsGoR38KRk76kPFI,175 Cross Rd,-34.9667578,138.5927151,1,5041,OK,street_address
GEOMETRIC_CENTER,"Zone A Arndale Interchange - South side, Kilkenny SA 5009, Australia",ChIJn0C1hCPGsGoRIWvCdhF1RIg,Zone A Arndale Interchange,-34.87516,138.551628,1,5009,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"178 Cross Rd, Malvern SA 5061, Australia",ChIJycNiylvOsGoRdhfq9GKnpq0,178 Cross Rd,-34.9649596,138.611477,1,5061,OK,street_address
ROOFTOP,"9 Marion Rd, Torrensville SA 5031, Australia",ChIJjzH6jIXFsGoRCmDOwcXUQt4,9A  Marion Rd,-34.9256552,138.5523584,1,5031,OK,street_address
ROOFTOP,"9 Holbrooks Rd, Flinders Park SA 5025, Australia",ChIJRxAIiPrFsGoRHq6xlXePNuw,9A  Holbrooks Rd,-34.9058902,138.5511989,1,5025,OK,street_address
ROOFTOP,"9 Marion Rd, Torrensville SA 5031, Australia",ChIJjzH6jIXFsGoRCmDOwcXUQt4,9  Marion Rd,-34.9256552,138.5523584,1,5031,OK,street_address
ROOFTOP,"206 Holbrooks Rd, Underdale SA 5032, Australia",ChIJe7EbHJDFsGoRApzRPQ4YLfE,206 Holbrooks Rd,-34.9228135,138.5484784,1,5032,OK,street_address
ROOFTOP,"8 Marion Rd, Underdale SA 5032, Australia",ChIJV16rmoXFsGoRv3XQQzSJcDE,8A  Marion Rd,-34.9256164,138.5518486,1,5032,OK,street_address
ROOFTOP,"8 Marion Rd, Underdale SA 5032, Australia",ChIJV16rmoXFsGoRv3XQQzSJcDE,8D  Marion Rd,-34.9256164,138.5518486,1,5032,OK,street_address
ROOFTOP,"23 Findon Rd, Woodville South SA 5011, Australia",ChIJEQPkAXHGsGoRGg3UEHlkNSU,23  Findon Rd,-34.8824023,138.5312475,1,5011,OK,premise
ROOFTOP,"8 Marion Rd, Underdale SA 5032, Australia",ChIJV16rmoXFsGoRv3XQQzSJcDE,8K  Marion Rd,-34.9256164,138.5518486,1,5032,OK,street_address
RANGE_INTERPOLATED,"20 Cross Rd, Urrbrae SA 5064, Australia",EicyMCBDcm9zcyBSZCwgVXJyYnJhZSBTQSA1MDY0LCBBdXN0cmFsaWEiGhIYChQKEglDeZfXKcywahGMuuI3STQfMBAU,20  Cross Rd,-34.9639244,138.6389671,1,5064,OK,street_address
ROOFTOP,"22 Crittenden Rd, Findon SA 5023, Australia",ChIJG7M28-XFsGoRAEOHivs-MG0,22A  Crittenden Rd,-34.9035046,138.5449643,1,5023,OK,street_address
ROOFTOP,"180 Cross Rd, Malvern SA 5061, Australia",ChIJwwjLTlrOsGoR16m0vKmbS2M,180 Cross Rd,-34.965057,138.6109484,1,5061,OK,street_address
ROOFTOP,"8 Marion Rd, Underdale SA 5032, Australia",ChIJV16rmoXFsGoRv3XQQzSJcDE,8C  Marion Rd,-34.9256164,138.5518486,1,5032,OK,street_address
ROOFTOP,"173 Cross Rd, Westbourne Park SA 5041, Australia",ChIJoeTUiLbPsGoRCRfOcUbw2fE,173 Cross Rd,-34.9666669,138.5929147,1,5041,OK,street_address
ROOFTOP,"13 Holbrooks Rd, Flinders Park SA 5025, Australia",ChIJqehpgfrFsGoRnSDKvQ1Na_M,13  Holbrooks Rd,-34.9061626,138.5509804,1,5025,OK,street_address
ROOFTOP,"218 Findon Rd, Findon SA 5023, Australia",ChIJ28FAGdvFsGoRZvlfwf8BzIk,218 Findon Rd,-34.896977,138.5316035,1,5023,OK,street_address
ROOFTOP,"11 Marion Rd, Torrensville SA 5031, Australia",ChIJ1-x6jYXFsGoRvAhxYUxsuPw,11A  Marion Rd,-34.9257988,138.552369,1,5031,OK,street_address
RANGE_INTERPOLATED,"220 Woodville Rd, Woodville North SA 5012, Australia",EjQyMjAgV29vZHZpbGxlIFJkLCBXb29kdmlsbGUgTm9ydGggU0EgNTAxMiwgQXVzdHJhbGlhIhsSGQoUChIJgbnf4zvGsGoRoJQGSVQ2AxMQ3AE,220 Woodville Rd,-34.8704738,138.5442499,1,5012,OK,street_address
ROOFTOP,"25 Torrens Rd, Ovingham SA 5082, Australia",ChIJ4TOCecTIsGoRSBAm5K20jX8,25 Torrens Rd,-34.8981612,138.5858044,1,5082,OK,premise
ROOFTOP,"8 Marion Rd, Underdale SA 5032, Australia",ChIJV16rmoXFsGoRv3XQQzSJcDE,8E  Marion Rd,-34.9256164,138.5518486,1,5032,OK,street_address
RANGE_INTERPOLATED,"224 Woodville Rd, Woodville North SA 5012, Australia",EjQyMjQgV29vZHZpbGxlIFJkLCBXb29kdmlsbGUgTm9ydGggU0EgNTAxMiwgQXVzdHJhbGlhIhsSGQoUChIJgbnf4zvGsGoRoJQGSVQ2AxMQ4AE,224 Woodville Rd,-34.8704738,138.5442499,1,5012,OK,street_address
ROOFTOP,"Cross Road Kinder, 183 Cross Rd, Westbourne Park SA 5041, Australia",ChIJSxznV7bPsGoR0RlzNZP6twY,183 Cross Rd,-34.9668339,138.5918783,1,5041,OK,premise
RANGE_INTERPOLATED,"219 Woodville Rd, Woodville North SA 5012, Australia",EjQyMTkgV29vZHZpbGxlIFJkLCBXb29kdmlsbGUgTm9ydGggU0EgNTAxMiwgQXVzdHJhbGlhIhsSGQoUChIJgbnf4zvGsGoRoZQGSVQ2AxMQ2wE,219 Woodville Rd,-34.870102,138.543521,1,5012,OK,street_address
ROOFTOP,"17 Grange Rd, West Hindmarsh SA 5007, Australia",ChIJxXOkZ1PPsGoRAU-WVOSa9nk,17  Grange Rd,-34.9039513,138.564249,1,5007,OK,street_address
ROOFTOP,"205 Holbrooks Rd, Underdale SA 5032, Australia",ChIJK6kF3Y_FsGoRGHgfnigms5M,205 Holbrooks Rd,-34.9227015,138.5492368,1,5032,OK,street_address
ROOFTOP,"10 Marion Rd, Brooklyn Park SA 5032, Australia",ChIJXdq6FYXFsGoRQZt9tcSnaWg,10A  Marion Rd,-34.9256789,138.5517016,1,5032,OK,street_address
RANGE_INTERPOLATED,"201 Marion Rd, Richmond SA 5033, Australia",EioyMDEgTWFyaW9uIFJkLCBSaWNobW9uZCBTQSA1MDMzLCBBdXN0cmFsaWEiGxIZChQKEglb7gBne8WwahGcjx9fbd7BMxDJAQ,201 Marion Rd,-34.9425938,138.5532768,1,5033,OK,street_address
ROOFTOP,"20 Crittenden Rd, Morphett Vale SA 5162, Australia",ChIJUfrWKHcnsWoRYC3TiYLx1zY,20  Crittenden Rd,-35.1125705,138.5142021,2,5162,OK,street_address
ROOFTOP,"8 Marion Rd, Underdale SA 5032, Australia",ChIJV16rmoXFsGoRv3XQQzSJcDE,8G  Marion Rd,-34.9256164,138.5518486,1,5032,OK,street_address
ROOFTOP,"10 Holbrooks Rd, Flinders Park SA 5025, Australia",ChIJYRFlnPrFsGoRxywfrZ6MsxU,10  Holbrooks Rd,-34.9059132,138.5504216,1,5025,OK,street_address
ROOFTOP,"8 Marion Rd, Underdale SA 5032, Australia",ChIJV16rmoXFsGoRv3XQQzSJcDE,8F  Marion Rd,-34.9256164,138.5518486,1,5032,OK,street_address
ROOFTOP,"8 Marion Rd, Underdale SA 5032, Australia",ChIJV16rmoXFsGoRv3XQQzSJcDE,8B  Marion Rd,-34.9256164,138.5518486,1,5032,OK,street_address
ROOFTOP,"182 Cross Rd, Malvern SA 5061, Australia",ChIJLVtRQ1rOsGoR1sxMXu-H6Uw,182 Cross Rd,-34.9650469,138.6104483,1,5061,OK,street_address
ROOFTOP,"217 Findon Rd, Findon SA 5023, Australia",ChIJ9QJvFsTFsGoRXrZWPRgRs0s,217 Findon Rd,-34.902505,138.5325959,1,5023,OK,premise
ROOFTOP,"21 Crittenden Rd, Findon SA 5023, Australia",ChIJaTLHqujFsGoRN9zGndUA-eo,21  Crittenden Rd,-34.903425,138.5436779,1,5023,OK,street_address
ROOFTOP,"19 Crittenden Rd, Morphett Vale SA 5162, Australia",ChIJNdcfOHcnsWoR41oWUiwtgOs,19  Crittenden Rd,-35.1120777,138.5141478,2,5162,OK,street_address
ROOFTOP,"165 Cross Rd, Westbourne Park SA 5041, Australia",ChIJZVwVJrTPsGoRFM6AKFh2bKk,165 Cross Rd,-34.96669,138.5940749,1,5041,OK,street_address
RANGE_INTERPOLATED,"179 Cross Rd, Kingswood SA 5062, Australia",EioxNzkgQ3Jvc3MgUmQsIEtpbmdzd29vZCBTQSA1MDYyLCBBdXN0cmFsaWEiGxIZChQKEglVeJetW86wahEj-vCAu8QeMxCzAQ,179 Cross Rd,-34.9652889,138.6111146,1,5062,OK,street_address
ROOFTOP,"174 Cross Rd, Malvern SA 5061, Australia",ChIJuzsuxFvOsGoRG7nK-XlUE-U,174 Cross Rd,-34.9649456,138.6121614,1,5061,OK,street_address
ROOFTOP,"9 Marion Rd, Torrensville SA 5031, Australia",ChIJjzH6jIXFsGoRCmDOwcXUQt4,9B  Marion Rd,-34.9256552,138.5523584,1,5031,OK,street_address
ROOFTOP,"18 Crittenden Rd, Morphett Vale SA 5162, Australia",ChIJMwPmK3cnsWoRlAflb7Wgxxw,18  Crittenden Rd,-35.1125157,138.5139968,1,5162,OK,street_address
ROOFTOP,"176 Cross Rd, Malvern SA 5061, Australia",ChIJRSOEyVvOsGoRIruakO1e5R0,176 Cross Rd,-34.9649505,138.6117863,1,5061,OK,street_address
ROOFTOP,"10 Marion Rd, Brooklyn Park SA 5032, Australia",ChIJXdq6FYXFsGoRQZt9tcSnaWg,10  Marion Rd,-34.9256789,138.5517016,1,5032,OK,street_address
ROOFTOP,"171 Cross Rd, Westbourne Park SA 5041, Australia",ChIJB4YTmrbPsGoRJ5xoDn7f11s,171 Cross Rd,-34.966561,138.5932274,1,5041,OK,street_address
APPROXIMATE,"Woodville South SA 5011, Australia",ChIJa-_5VXTGsGoRwMWOYlQ2AwU,Woodville,-34.881,138.535,1,5011,OK,"locality,political"
ROOFTOP,"170 Cross Rd, Malvern SA 5061, Australia",ChIJV8kP-1vOsGoREy_3FIBdXS4,170 Cross Rd,-34.9648247,138.6133394,1,5061,OK,street_address
ROOFTOP,"216 Findon Rd, Findon SA 5023, Australia",ChIJH5UDG9vFsGoRj7jBVkQDWeM,216 Findon Rd,-34.8967782,138.5316774,1,5023,OK,premise
ROOFTOP,"22 Crittenden Rd, Findon SA 5023, Australia",ChIJG7M28-XFsGoRAEOHivs-MG0,22 Crittenden Rd,-34.9035046,138.5449643,1,5023,OK,street_address
ROOFTOP,"207 Holbrooks Rd, Underdale SA 5032, Australia",ChIJuVpl54_FsGoRwxIyLzVFSfA,207 Holbrooks Rd,-34.9228313,138.5491502,1,5032,OK,premise
ROOFTOP,"19 Portrush Rd, Payneham SA 5070, Australia",ChIJpaW0YdXLsGoR9Hde-WcAKwA,19  Portrush Rd,-34.8982895,138.6390755,1,5070,OK,street_address
RANGE_INTERPOLATED,"221 Woodville Rd, Woodville North SA 5012, Australia",EjQyMjEgV29vZHZpbGxlIFJkLCBXb29kdmlsbGUgTm9ydGggU0EgNTAxMiwgQXVzdHJhbGlhIhsSGQoUChIJgbnf4zvGsGoRoZQGSVQ2AxMQ3QE,221 Woodville Rd,-34.870102,138.543521,1,5012,OK,street_address
RANGE_INTERPOLATED,"223 Woodville Rd, Woodville North SA 5012, Australia",EjQyMjMgV29vZHZpbGxlIFJkLCBXb29kdmlsbGUgTm9ydGggU0EgNTAxMiwgQXVzdHJhbGlhIhsSGQoUChIJgbnf4zvGsGoRoZQGSVQ2AxMQ3wE,223 Woodville Rd,-34.870102,138.543521,1,5012,OK,street_address
ROOFTOP,"167 Cross Rd, Westbourne Park SA 5041, Australia",ChIJPZ8tnrbPsGoRo2Pd3HBeIzI,167 Cross Rd,-34.966539,138.5937564,1,5041,OK,premise
ROOFTOP,"166 Cross Rd, Malvern SA 5061, Australia",ChIJ2_RBql7OsGoRc8J8cNjb1KA,166 Cross Rd,-34.9648498,138.6140106,1,5061,OK,street_address
ROOFTOP,"8 Marion Rd, Underdale SA 5032, Australia",ChIJV16rmoXFsGoRv3XQQzSJcDE,8H  Marion Rd,-34.9256164,138.5518486,1,5032,OK,street_address
RANGE_INTERPOLATED,"172 Cross Rd, Kingswood SA 5062, Australia",EioxNzIgQ3Jvc3MgUmQsIEtpbmdzd29vZCBTQSA1MDYyLCBBdXN0cmFsaWEiGxIZChQKEgk5NXeVW86wahHZogcLaoOYTRCsAQ,172 Cross Rd,-34.9649551,138.6123834,1,5062,OK,street_address
ROOFTOP,"9 Marion Rd, Torrensville SA 5031, Australia",ChIJjzH6jIXFsGoRCmDOwcXUQt4,9C  Marion Rd,-34.9256552,138.5523584,1,5031,OK,street_address
ROOFTOP,"8 Marion Rd, Underdale SA 5032, Australia",ChIJV16rmoXFsGoRv3XQQzSJcDE,8J  Marion Rd,-34.9256164,138.5518486,1,5032,OK,street_address
ROOFTOP,"163 Cross Rd, Westbourne Park SA 5041, Australia",ChIJue3KJbTPsGoReXRhABYN6lc,163 Cross Rd,-34.9666706,138.5942116,1,5041,OK,street_address
ROOFTOP,"168 Cross Rd, Malvern SA 5061, Australia",ChIJg4HF-FvOsGoR6JtOk8eJ6Ao,168 Cross Rd,-34.9648615,138.6137585,1,5061,OK,street_address
ROOFTOP,"165 Cross Rd, Westbourne Park SA 5041, Australia",ChIJZVwVJrTPsGoRFM6AKFh2bKk,165A Cross Rd,-34.96669,138.5940749,1,5041,OK,street_address
ROOFTOP,"164 Cross Rd, Malvern SA 5061, Australia",ChIJB3QMqV7OsGoRloejCVDqeRo,164 Cross Rd,-34.9648371,138.6142686,1,5061,OK,street_address
ROOFTOP,"169 Cross Rd, Westbourne Park SA 5041, Australia",ChIJoXpunLbPsGoRMC2OMrcECyM,169 Cross Rd,-34.9667176,138.5935286,1,5041,OK,street_address
ROOFTOP,"12 Portrush Rd, Payneham SA 5070, Australia",ChIJNSTDTdXLsGoRjYhbV3nReCA,12  Portrush Rd,-34.8974916,138.639604,1,5070,OK,street_address
ROOFTOP,"13 Portrush Rd, Payneham SA 5070, Australia",ChIJ4ffuWtXLsGoR7kD58sNDfd4,13  Portrush Rd,-34.897831,138.6394067,1,5070,OK,street_address
RANGE_INTERPOLATED,"15 Portrush Rd, Payneham SA 5070, Australia",EisxNSBQb3J0cnVzaCBSZCwgUGF5bmVoYW0gU0EgNTA3MCwgQXVzdHJhbGlhIhoSGAoUChIJVdv6ZtXLsGoR6xBnjIzmPngQDw,15  Portrush Rd,-34.8981194,138.6392422,1,5070,OK,street_address
ROOFTOP,"8 Portrush Rd, St Georges SA 5064, Australia",ChIJiX5g-CHMsGoRD7P-AMRHtDg,8  Portrush Rd,-34.9543936,138.6438231,1,5064,OK,street_address
RANGE_INTERPOLATED,"9 Portrush Rd, Payneham SA 5070, Australia",Eio5IFBvcnRydXNoIFJkLCBQYXluZWhhbSBTQSA1MDcwLCBBdXN0cmFsaWEiGhIYChQKEgk1A95b1cuwahHvOv6fNQkh_hAJ,9  Portrush Rd,-34.8979199,138.639223,1,5070,OK,street_address
ROOFTOP,"16 Portrush Rd, Payneham SA 5070, Australia",ChIJmyugT9XLsGoRJEkamIM0Lcs,16  Portrush Rd,-34.8977697,138.639664,1,5070,OK,street_address
ROOFTOP,"149 Portrush Rd, Maylands SA 5069, Australia",ChIJ-djbbdjLsGoRmjhU_-hJzek,149 Portrush Rd,-34.9078288,138.6396198,1,5069,OK,street_address
RANGE_INTERPOLATED,"152 Portrush Rd, Evandale SA 5069, Australia",EiwxNTIgUG9ydHJ1c2ggUmQsIEV2YW5kYWxlIFNBIDUwNjksIEF1c3RyYWxpYSIbEhkKFAoSCU-BhxbYy7BqERz8c2njhdoxEJgB,152 Portrush Rd,-34.9074264,138.6400187,1,5069,OK,street_address
RANGE_INTERPOLATED,"11 Portrush Rd, Payneham SA 5070, Australia",EisxMSBQb3J0cnVzaCBSZCwgUGF5bmVoYW0gU0EgNTA3MCwgQXVzdHJhbGlhIhoSGAoUChIJr60tUdXLsGoRsGNwSVQ2AxMQCw,11  Portrush Rd,-34.8974326,138.6392906,1,5070,OK,street_address
ROOFTOP,"203 Holbrooks Rd, Underdale SA 5032, Australia",ChIJ4auO3I_FsGoRwAbIHCV1cZ0,203 Holbrooks Rd,-34.9225772,138.5492296,1,5032,OK,street_address
ROOFTOP,"11 Marion Rd, Torrensville SA 5031, Australia",ChIJ1-x6jYXFsGoRvAhxYUxsuPw,11  Marion Rd,-34.9257988,138.552369,1,5031,OK,street_address
ROOFTOP,"22 Crittenden Rd, Findon SA 5023, Australia",ChIJG7M28-XFsGoRAEOHivs-MG0,22  Crittenden Rd,-34.9035046,138.5449643,2,5023,OK,street_address
RANGE_INTERPOLATED,"222 Woodville Rd, Woodville North SA 5012, Australia",EjQyMjIgV29vZHZpbGxlIFJkLCBXb29kdmlsbGUgTm9ydGggU0EgNTAxMiwgQXVzdHJhbGlhIhsSGQoUChIJgbnf4zvGsGoRoJQGSVQ2AxMQ3gE,222 Woodville Rd,-34.8704738,138.5442499,1,5012,OK,street_address
ROOFTOP,"186 Marion Rd, West Richmond SA 5033, Australia",ChIJhwCCcXvFsGoRmzMf8p0mGLM,186 Marion Rd,-34.9418946,138.5528255,1,5033,OK,street_address
ROOFTOP,"145 Portrush Rd, Maylands SA 5069, Australia",ChIJx5DKEtjLsGoRrRRyZp7Cdvc,145 Portrush Rd,-34.9075387,138.6395994,1,5069,OK,street_address
ROOFTOP,"14 Portrush Rd, Payneham SA 5070, Australia",ChIJV9lgTtXLsGoRLRymkIVAGCE,14  Portrush Rd,-34.8977347,138.6395791,1,5070,OK,street_address
ROOFTOP,"17 Portrush Rd, Payneham SA 5070, Australia",ChIJpaW0YdXLsGoRGQfRAdhV50M,17  Portrush Rd,-34.8982371,138.6390719,1,5070,OK,street_address
GEOMETRIC_CENTER,"Zone D Arndale Interchange - East side, Kilkenny SA 5009, Australia",ChIJH0kFgCPGsGoR4Xzyuu9Rd-Y,Zone D Arndale Interchange,-34.87448,138.551277,1,5009,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"18 Portrush Rd, Payneham SA 5070, Australia",ChIJbRmgRdXLsGoR8UJIC7Mdipk,18  Portrush Rd,-34.8979215,138.6396746,1,5070,OK,street_address
ROOFTOP,"505 Fullarton Rd, Netherby SA 5062, Australia",ChIJ6YZNtGPOsGoRlIOaRdyorbs,School Urrbrae College Cross R,-34.9669798,138.6252763,2,5062,OK,"establishment,point_of_interest,school"
ROOFTOP,"10 East Ave, Black Forest SA 5035, Australia",ChIJYYsK0qLPsGoRk6TqIm0aJC4,10 East Av,-34.9550642,138.5806534,1,5035,OK,street_address
ROOFTOP,"8 East Ave, Northfield SA 5085, Australia",ChIJMd530x62sGoRDFbTKgY8PNM,8 East Av,-34.8486678,138.6218408,2,5085,OK,street_address
RANGE_INTERPOLATED,"7 Leah St, Forestville SA 5035, Australia",Eik3IExlYWggU3QsIEZvcmVzdHZpbGxlIFNBIDUwMzUsIEF1c3RyYWxpYSIaEhgKFAoSCfGSZJ-hz7BqEQD4bElUNgMTEAc,7A Leah St,-34.94976279999999,138.5812831,1,5035,OK,street_address
ROOFTOP,"12 East Ave, Northfield SA 5085, Australia",ChIJTR841x62sGoRKc0kU4nkwLE,12 East Av,-34.8490811,138.621602,2,5085,OK,premise
ROOFTOP,"11 East Ave, Millswood SA 5034, Australia",ChIJc23o2LzPsGoRu_fuo2KF3K4,11 East Av,-34.9563736,138.5813898,2,5034,OK,street_address
ROOFTOP,"16 Portrush Rd, Payneham SA 5070, Australia",ChIJmyugT9XLsGoRJEkamIM0Lcs,16 Portrush Rd,-34.8977697,138.639664,1,5070,OK,street_address
RANGE_INTERPOLATED,"15 Portrush Rd, Payneham SA 5070, Australia",EisxNSBQb3J0cnVzaCBSZCwgUGF5bmVoYW0gU0EgNTA3MCwgQXVzdHJhbGlhIhoSGAoUChIJVdv6ZtXLsGoR6xBnjIzmPngQDw,15 Portrush Rd,-34.8981194,138.6392422,1,5070,OK,street_address
RANGE_INTERPOLATED,"148 Portrush Rd, Evandale SA 5069, Australia",EiwxNDggUG9ydHJ1c2ggUmQsIEV2YW5kYWxlIFNBIDUwNjksIEF1c3RyYWxpYSIbEhkKFAoSCU-BhxbYy7BqERz8c2njhdoxEJQB,148 Portrush Rd,-34.90740390000001,138.6400161,1,5069,OK,street_address
ROOFTOP,"151 Portrush Rd, Maylands SA 5069, Australia",ChIJV11DbtjLsGoRrD-SVEIHDcI,151 Portrush Rd,-34.9079745,138.6396301,1,5069,OK,street_address
ROOFTOP,"27 Sturt Rd, Brighton SA 5048, Australia",ChIJxVHqMTfasGoRjSe-dex1kDk,27 Sturt Rd,-35.0193403,138.5268984,1,5048,OK,street_address
ROOFTOP,"21 Marion Rd, Torrensville SA 5031, Australia",ChIJZVXJuIXFsGoR_htyooxopgw,21 Marion Rd,-34.9266858,138.5524539,1,5031,OK,premise
ROOFTOP,"28 Sturt Rd, Brighton SA 5048, Australia",ChIJdwVJIjfasGoRGe47Q62JLms,28 Sturt Rd,-35.0184525,138.5270429,1,5048,OK,street_address
ROOFTOP,"24 Marion Rd, Brooklyn Park SA 5032, Australia",ChIJVQo2rYXFsGoRrJP47t3UUnI,24 Marion Rd,-34.9272855,138.5517864,1,5032,OK,street_address
GEOMETRIC_CENTER,"Zone B Flinders University Interchange, Bedford Park SA 5042, Australia",ChIJyVU1II7QsGoRWNK4fRaq5iM,Zone B Registry Rd Flinders Un,-35.0249303,138.5724369,1,5042,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"14 Marion Rd, Brooklyn Park SA 5032, Australia",ChIJV7hkmIXFsGoRasz5kamPhdI,14 Marion Rd,-34.9261115,138.5515583,1,5032,OK,street_address
ROOFTOP,"17 Marion Rd, Torrensville SA 5031, Australia",ChIJb4_4lIXFsGoRxAQvlAsXJVc,17 Marion Rd,-34.9262243,138.5523757,1,5031,OK,premise
ROOFTOP,"18 Marion Rd, Brooklyn Park SA 5032, Australia",ChIJA8fDpYXFsGoR0swcV2dXoSQ,18 Marion Rd,-34.9265515,138.5516913,1,5032,OK,street_address
ROOFTOP,"22 Marion Rd, Brooklyn Park SA 5032, Australia",ChIJ5VNuroXFsGoRTko8j95uBxM,22 Marion Rd,-34.9269829,138.5516915,1,5032,OK,street_address
GEOMETRIC_CENTER,"Zone A - Flinders Medical Centre, Bedford Park SA 5042, Australia",ChIJJwEmaIXQsGoREFEkGF1gSdA,Zone A Flinders Medical Centre,-35.022079,138.568018,2,5042,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"20 Marion Rd, Brooklyn Park SA 5032, Australia",ChIJKX6Ur4XFsGoRJIqW2C8QSUs,20 Marion Rd,-34.9267776,138.5517697,1,5032,OK,premise
ROOFTOP,"15 Marion Rd, Torrensville SA 5031, Australia",ChIJOeduk4XFsGoRXsjPwqyeuKo,15 Marion Rd,-34.9260795,138.5523901,1,5031,OK,street_address
ROOFTOP,"29 Sturt Rd, Brighton SA 5048, Australia",ChIJW5C4OzfasGoRqTPF707L3Zk,29 Sturt Rd,-35.0192039,138.5271049,1,5048,OK,premise
ROOFTOP,"16 Marion Rd, Brooklyn Park SA 5032, Australia",ChIJDxT6o4XFsGoRi9C7Nyf9nUo,16 Marion Rd,-34.9263002,138.5517241,1,5032,OK,street_address
ROOFTOP,"19 Marion Rd, Torrensville SA 5031, Australia",ChIJuytolYXFsGoRHIAdl-uojPY,19 Marion Rd,-34.92637819999999,138.5524125,1,5031,OK,street_address
ROOFTOP,"23 Marion Rd, Torrensville SA 5031, Australia",ChIJ03jauYXFsGoRAKTvuc3cnuU,23 Marion Rd,-34.9269168,138.552278,1,5031,OK,premise
RANGE_INTERPOLATED,"12 Marion Rd, Underdale SA 5032, Australia",EioxMiBNYXJpb24gUmQsIFVuZGVyZGFsZSBTQSA1MDMyLCBBdXN0cmFsaWEiGhIYChQKEgl37sKPhcWwahGTAQ3emafONRAM,12 Marion Rd,-34.9259266,138.5519695,1,5032,OK,street_address
ROOFTOP,"13 Marion Rd, Torrensville SA 5031, Australia",ChIJ5YrvkoXFsGoR0r7KuVQRZrs,13 Marion Rd,-34.9259426,138.5523799,1,5031,OK,street_address
ROOFTOP,"27 Marion Rd, Torrensville SA 5031, Australia",ChIJnd1BtoXFsGoRyzwskABb1P4,27 Marion Rd,-34.9271799,138.5523952,1,5031,OK,premise
ROOFTOP,"29A Sturt Rd, Brighton SA 5048, Australia",ChIJtwOmMDfasGoR2wpA6PiNuAw,29A Sturt Rd,-35.0194246,138.5271237,1,5048,OK,street_address
GEOMETRIC_CENTER,"Zone B - Flinders Medical Centre, Bedford Park SA 5042, Australia",ChIJbQUbb4XQsGoRB0VFOMK0dnQ,Zone B Flinders Medical Centre,-35.021705,138.568005,1,5042,OK,"bus_station,establishment,point_of_interest,transit_station"
GEOMETRIC_CENTER,"Stop 26D University Dr - West side, Bedford Park SA 5042, Australia",ChIJj6iffJDQsGoRabEeQBBCJpw,26D University Dr,-35.02578,138.5693,1,5042,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"25 Marion Rd, Torrensville SA 5031, Australia",ChIJWUr7t4XFsGoRhWvzuI71M7A,25 Marion Rd,-34.9270515,138.5524683,1,5031,OK,street_address
ROOFTOP,"26 Marion Rd, Brooklyn Park SA 5032, Australia",ChIJf-JgUoTFsGoR4ydFBL-D50c,26 Marion Rd,-34.9274648,138.5517991,1,5032,OK,street_address
ROOFTOP,"27 Main S Rd, Normanville SA 5204, Australia",ChIJR8ZPB65osWoR2691_IKbkDw,27 Main South Rd,-35.4502146,138.3240501,1,5204,OK,premise
GEOMETRIC_CENTER,"Zone C West Lakes Interchange - East side, West Lakes SA 5021, Australia",ChIJ_7c_ohvEsGoRZ9KRHd0qyWE,Zone A West Lakes Interchange,-34.878386,138.491605,1,5021,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"13 Grange Rd, West Hindmarsh SA 5007, Australia",ChIJAcRlaFPPsGoR1k7Xoh66faI,13 Grange Rd,-34.9040539,138.5644927,2,5007,OK,street_address
ROOFTOP,"32 Tapleys Hill Rd, Royal Park SA 5014, Australia",ChIJ5SfSAo_GsGoRIKI0axPLBUo,32 Tapleys Hill Rd,-34.869626,138.5118258,1,5014,OK,street_address
ROOFTOP,"31 Tapleys Hill Rd, Hendon SA 5014, Australia",ChIJJX16lo7GsGoR43GqcN91NlY,31 Tapleys Hill Rd,-34.8683013,138.5123521,1,5014,OK,street_address
ROOFTOP,"12 Grange Rd, West Hindmarsh SA 5007, Australia",ChIJubgmcFPPsGoROAH1wCgoD-s,12 Grange Rd,-34.904543,138.5644777,1,5007,OK,premise
ROOFTOP,"29 Tapleys Hill Rd, Hendon SA 5014, Australia",ChIJn4tBvY7GsGoRGF8te_XjGzI,29 Tapleys Hill Rd,-34.8681828,138.5125302,1,5014,OK,street_address
ROOFTOP,"25 Trimmer Parade, Findon SA 5023, Australia",ChIJgZ7bxdnFsGoRqthq35H5IHA,25 Trimmer Pde,-34.8913239,138.529636,1,5023,OK,street_address
